year,precipitation,rain,snowfall
1950,0.0,0.0,0.0
1951,0.0375,0.0375,0.0
1952,0.02916666666666667,0.02916666666666667,0.0
1953,0.34166666666666673,0.34166666666666673,0.0
1954,0.42500000000000004,0.42500000000000004,0.0
1955,0.12916666666666668,0.12916666666666668,0.0
1956,0.1875,0.1875,0.0
1957,0.3958333333333333,0.3958333333333333,0.0
1958,0.2791666666666667,0.2791666666666667,0.0
1959,0.17500000000000002,0.17500000000000002,0.0
1960,0.06666666666666667,0.06666666666666667,0.0
1961,0.07916666666666668,0.07916666666666668,0.0
1962,0.05833333333333334,0.05833333333333334,0.0
1963,0.39999999999999997,0.39999999999999997,0.0
1964,0.4375,0.4375,0.0
1965,0.3,0.3,0.0
1966,0.3416666666666666,0.3416666666666666,0.0
1967,0.0,0.0,0.0
1968,0.21666666666666667,0.21666666666666667,0.0
1969,0.10833333333333334,0.10833333333333334,0.0
1970,0.22083333333333335,0.22083333333333335,0.0
1971,0.020833333333333332,0.020833333333333332,0.0
1972,0.09166666666666667,0.09166666666666667,0.0
1973,0.26666666666666666,0.26666666666666666,0.0
1974,0.004166666666666667,0.004166666666666667,0.0
1975,0.35833333333333334,0.35833333333333334,0.0
1976,0.5291666666666667,0.5291666666666667,0.0
1977,0.4708333333333334,0.4708333333333334,0.0
1978,0.32916666666666666,0.32916666666666666,0.0
1979,0.0375,0.0375,0.0
1980,0.2833333333333334,0.2833333333333334,0.0
1981,0.33749999999999997,0.33749999999999997,0.0
1982,0.05000000000000001,0.05000000000000001,0.0
1983,0.19999999999999998,0.19999999999999998,0.0
1984,0.17500000000000002,0.17500000000000002,0.0
1985,0.3125,0.3125,0.0
1986,0.24166666666666667,0.24166666666666667,0.0
1987,0.2791666666666667,0.2791666666666667,0.0
1988,0.04583333333333334,0.04583333333333334,0.0
1989,0.08750000000000001,0.08750000000000001,0.0
1990,0.26666666666666666,0.26666666666666666,0.0
1991,0.6666666666666666,0.6666666666666666,0.0
1992,0.6541666666666667,0.6541666666666667,0.0
1993,0.0625,0.0625,0.0
1994,0.3958333333333333,0.3958333333333333,0.0
1995,0.07083333333333333,0.07083333333333333,0.0
1996,0.49166666666666664,0.49166666666666664,0.0
1997,0.2708333333333333,0.2708333333333333,0.0
1998,0.5291666666666667,0.5291666666666667,0.0
1999,0.2916666666666667,0.2916666666666667,0.0
2000,0.22499999999999998,0.22499999999999998,0.0
2001,0.1875,0.1875,0.0
2002,0.2041666666666667,0.2041666666666667,0.0
2003,0.5208333333333334,0.5208333333333334,0.0
2004,0.21250000000000002,0.21250000000000002,0.0
2005,0.2708333333333333,0.2708333333333333,0.0
2006,0.004166666666666667,0.004166666666666667,0.0
2007,0.075,0.075,0.0
2008,0.6708333333333334,0.6708333333333334,0.0
2009,0.03333333333333333,0.03333333333333333,0.0
2010,0.29583333333333334,0.29583333333333334,0.0
2011,0.25,0.25,0.0
2012,0.6125,0.6125,0.0
2013,0.2708333333333333,0.2708333333333333,0.0
2014,0.19999999999999998,0.19999999999999998,0.0
2015,0.1625,0.1625,0.0
2016,0.049999999999999996,0.049999999999999996,0.0
2017,0.041666666666666664,0.041666666666666664,0.0
2018,0.029166666666666664,0.029166666666666664,0.0
2019,0.10833333333333334,0.10833333333333334,0.0
2020,0.041666666666666664,0.041666666666666664,0.0
2021,0.09166666666666667,0.09166666666666667,0.0
2022,0.8250000000000001,0.8250000000000001,0.0
2023,0.012500000000000002,0.012500000000000002,0.0
2024,1.0250000000000001,1.0250000000000001,0.0
